row,reason
"{'rotten_tomatoes_link': 'm/invader_zim_enter_the_florpus', 'movie_title': 'Invader Zim: Enter the Florpus', 'movie_info': nan, 'critics_consensus': 'Invader Zim quits being banished all over again in Enter the Florpus, an excellent revival that captures the spirit of the cartoon while cranking the doom up to eleven.', 'content_rating': 'NR', 'genres': 'Action & Adventure, Animation, Science Fiction & Fantasy', 'directors': nan, 'authors': 'Jhonen Vasquez', 'actors': ""Richard Steven Horvitz, Rosearik Rikki Simons, Andy Berman, Melissa Fahn, Rodger Bumpass, Jhonen Vasquez, Wally Wingert, Kevin McDonald, Olivia d'Abo, Eric Bauza, Breehn Burns, Justin Roiland, Fred Tatasciore"", 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 21.0, 'audience_status': 'Upright', 'audience_rating': 92.0, 'audience_count': 53.0, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 21, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 8444}",invalid or missing year
"{'rotten_tomatoes_link': 'm/io', 'movie_title': 'Io', 'movie_info': nan, 'critics_consensus': ""IO has some big ideas but little idea of how to effectively convey them, leaving viewers with a sci-fi drama whose attractive packaging can't cover its enervating core."", 'content_rating': 'NR', 'genres': 'Drama, Science Fiction & Fantasy', 'directors': 'Jonathan Helpert', 'authors': 'Charles Spano, Will Basanta, Clay Jeter', 'actors': 'Anthony Mackie, Margaret Qualley, Danny Huston', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Rotten', 'tomatometer_rating': 31.0, 'tomatometer_count': 26.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 5, 'tomatometer_fresh_critics_count': 8, 'tomatometer_rotten_critics_count': 18, 'ID_RT': 8455}",invalid or missing year
"{'rotten_tomatoes_link': 'm/jen_kirkman_im_gonna_die_alone', 'movie_title': ""Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine)"", 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Lance Bangs', 'authors': 'Jen Kirkman', 'actors': 'Jen Kirkman', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 8.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 8, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 8643}",invalid or missing year
"{'rotten_tomatoes_link': 'm/jenny_slate_stage_fright', 'movie_title': 'Jenny Slate: Stage Fright', 'movie_info': nan, 'critics_consensus': ""Jenny Slate leans into her Stage Fright in a special that's raw, honest, and as overwhelmingly delightful as the comedian herself."", 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Gillian Robespierre', 'authors': nan, 'actors': 'Jenny Slate', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 14.0, 'audience_status': 'Spilled', 'audience_rating': 48.0, 'audience_count': 127.0, 'tomatometer_top_critics_count': 5, 'tomatometer_fresh_critics_count': 14, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 8646}",invalid or missing year
"{'rotten_tomatoes_link': 'm/jerry_before_seinfeld', 'movie_title': 'Jerry Before Seinfeld', 'movie_info': nan, 'critics_consensus': 'Jerry Before Seinfeld finds its star revisiting his earliest material on his hometown stage, offering appropriately familiar - yet still abundant - laughs along the way.', 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Michael Bonfiglio', 'authors': 'Jerry Seinfeld', 'actors': 'Jerry Seinfeld', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 95.0, 'tomatometer_count': 19.0, 'audience_status': 'Upright', 'audience_rating': 75.0, 'audience_count': 267.0, 'tomatometer_top_critics_count': 10, 'tomatometer_fresh_critics_count': 18, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 8653}",invalid or missing year
"{'rotten_tomatoes_link': 'm/jerry_seinfeld_23_hours_to_kill', 'movie_title': 'Jerry Seinfeld: 23 Hours to Kill', 'movie_info': nan, 'critics_consensus': ""23 Hours to Kill misses the mark but still finds some funny in a special that's entertaining, if not always great."", 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Joe DeMaio', 'authors': nan, 'actors': 'Jerry Seinfeld', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 75.0, 'tomatometer_count': 16.0, 'audience_status': 'Spilled', 'audience_rating': 51.0, 'audience_count': 147.0, 'tomatometer_top_critics_count': 8, 'tomatometer_fresh_critics_count': 12, 'tomatometer_rotten_critics_count': 4, 'ID_RT': 8654}",invalid or missing year
"{'rotten_tomatoes_link': 'm/jim_gaffigan_cinco', 'movie_title': 'Jim Gaffigan: Cinco', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Jeannie Noth Gaffigan', 'authors': 'Jim Gaffigan, Jeannie Noth Gaffigan', 'actors': 'Jim Gaffigan', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 73.0, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 83.0, 'tomatometer_count': 6.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 8680}",invalid or missing year
"{'rotten_tomatoes_link': 'm/jim_gaffigan_obsessed', 'movie_title': 'Jim Gaffigan: Obsessed', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Jay Chapman', 'authors': 'Jim Gaffigan, Jeannie Noth Gaffigan', 'actors': 'Jim Gaffigan', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 70.0, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 8682}",invalid or missing year
"{'rotten_tomatoes_link': 'm/jim_gaffigan_quality_time', 'movie_title': 'Jim Gaffigan: Quality Time', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Jeannie Noth Gaffigan', 'authors': 'Jim Gaffigan, Jeannie Noth Gaffigan', 'actors': 'Jim Gaffigan', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Amazon Studios', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 6.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 6, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 8683}",invalid or missing year
"{'rotten_tomatoes_link': 'm/john_leguizamos_latin_history_for_morons', 'movie_title': ""John Leguizamo's Latin History for Morons"", 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Ben DeJesus', 'authors': nan, 'actors': 'John Leguizamo', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 7.0, 'audience_status': 'Upright', 'audience_rating': 77.0, 'audience_count': 148.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 8723}",invalid or missing year
"{'rotten_tomatoes_link': 'm/john_mulaney_and_the_sack_lunch_bunch', 'movie_title': 'John Mulaney & The Sack Lunch Bunch', 'movie_info': nan, 'critics_consensus': 'With spectacular musical numbers, a smartly silly sensibility, and just the right amount of existential dread, John Mulaney & The Sack Lunch Bunch is a joyous reminder that kindness and comedy can in fact go hand in hand.', 'content_rating': 'NR', 'genres': 'Comedy, Kids & Family, Television', 'directors': 'Rhys Thomas', 'authors': 'John Mulaney, Marika Sawyer', 'actors': 'John Mulaney, David Byrne, André De Shields, Natasha Lyonne, Annaleigh Ashford, Shereen Pimentel, Richard Kind, Jake Gyllenhaal', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Certified-Fresh', 'tomatometer_rating': 96.0, 'tomatometer_count': 26.0, 'audience_status': 'Upright', 'audience_rating': 77.0, 'audience_count': 122.0, 'tomatometer_top_critics_count': 12, 'tomatometer_fresh_critics_count': 25, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 8726}",invalid or missing year
"{'rotten_tomatoes_link': 'm/john_mulaney_kid_gorgeous_at_radio_city', 'movie_title': 'John Mulaney: Kid Gorgeous at Radio City', 'movie_info': nan, 'critics_consensus': 'John Mulaney incisively describes his own befuddlement with the modern world in this uproariously funny deconstruction of manners, relationships, and religion.', 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Alex Timbers', 'authors': 'John Mulaney', 'actors': 'John Mulaney', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Certified-Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 20.0, 'audience_status': 'Upright', 'audience_rating': 89.0, 'audience_count': 142.0, 'tomatometer_top_critics_count': 12, 'tomatometer_fresh_critics_count': 20, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 8727}",invalid or missing year
"{'rotten_tomatoes_link': 'm/john_mulaney_the_comeback_kid', 'movie_title': 'John Mulaney: The Comeback Kid', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Television', 'directors': 'Rhys Thomas', 'authors': 'John Mulaney', 'actors': 'John Mulaney, Petunia, Amanda Walsh (VI)', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 8.0, 'audience_status': 'Upright', 'audience_rating': 96.0, 'audience_count': 24.0, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 8, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 8728}",invalid or missing year
"{'rotten_tomatoes_link': 'm/joy_ride', 'movie_title': 'Joy Ride', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Action & Adventure, Mystery & Suspense', 'directors': 'John Dahl', 'authors': 'Clay Tarver, J.J. Abrams', 'actors': 'Steve Zahn, Paul Walker, Leelee Sobieski, Jessica Bowman, Brian Leckner, Kenneth White, Jim Beaver, Ted Levine, Stuart Stone, Basil Wallace, Mary Wickliffe, McKenzie Satterthwaite, Dell Yount, Jose Luis Cortes, Michael McCleery, Rachel Singer, Satch Huizenga, Terry Leonard, James McDonald, Gwenda Deacon, Robert Winley, Ali Gage, Jack Moore, Hugh Dane, Lee Stepp, Jay Hernandez, Huey Redwine, John Maynard, Peter Weireter', 'original_release_date': '2001-10-05', 'streaming_release_date': nan, 'runtime': nan, 'production_company': '20th Century Fox', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 32, 'tomatometer_fresh_critics_count': 84, 'tomatometer_rotten_critics_count': 30, 'ID_RT': 8781}",no rating
"{'rotten_tomatoes_link': 'm/judd_apatow_the_return', 'movie_title': 'Judd Apatow: The Return', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Marcus Raboy', 'authors': 'Judd Apatow', 'actors': 'Judd Apatow', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 86.0, 'tomatometer_count': 7.0, 'audience_status': 'Spilled', 'audience_rating': 51.0, 'audience_count': 41.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 6, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 8791}",invalid or missing year
"{'rotten_tomatoes_link': 'm/justin_timberlake_the_tennessee_kids', 'movie_title': 'Justin Timberlake + The Tennessee Kids', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary, Musical & Performing Arts', 'directors': 'Jonathan Demme', 'authors': nan, 'actors': 'Justin Timberlake', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 14.0, 'audience_status': 'Upright', 'audience_rating': 73.0, 'audience_count': 13.0, 'tomatometer_top_critics_count': 6, 'tomatometer_fresh_critics_count': 14, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 8866}",invalid or missing year
"{'rotten_tomatoes_link': 'm/ken_jeong_you_complete_me_ho', 'movie_title': 'Ken Jeong: You Complete Me, Ho', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Jon M. Chu', 'authors': nan, 'actors': 'Ken Jeong', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 38.0, 'tomatometer_count': 8.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 3, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 8918}",invalid or missing year
"{'rotten_tomatoes_link': 'm/king_of_the_ants_2003', 'movie_title': 'King of the Ants', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Action & Adventure, Drama, Romance', 'directors': 'Stuart Gordon', 'authors': 'Charlie Higson', 'actors': 'Chris McKenna, Kari Wuhrer, Daniel Baldwin, George Wendt, Chris L. McKenna, Timm Sharp, Ron Livingston, Vernon Wells, Lionel Mark Smith, Carlie Westerman, Steve Heller, Ian Williams, Shûko Akune, Ian Patrick Williams', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'The Asylum', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 9, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 9022}",invalid or missing year
"{'rotten_tomatoes_link': 'm/like_a_boss', 'movie_title': 'Like a Boss', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Comedy', 'directors': 'Miguel Arteta', 'authors': 'Adam Cole-Kelly, Sam Pitman', 'actors': 'Tiffany Haddish, Rose Byrne, Billy Porter, Salma Hayek, Jessica St. Clair, Jacob Latimore, Karan Soni, Ari Graynor, Jimmy O. Yang, Caroline Arapoglou, Catherine Parker, Vanessa Merrell, Natasha Rothwell, Melissa Saint-Amand, Catherine Carlen, Veronica Merrell, Andrea Maiuro, India Batson, Stanley Aughtry, Aaron Dominguez, Brittany Kelly, Kharisma Gooden, Charlandra L. Jacobs', 'original_release_date': '2020-01-10', 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 27, 'tomatometer_fresh_critics_count': 32, 'tomatometer_rotten_critics_count': 116, 'ID_RT': 9519}",no rating
"{'rotten_tomatoes_link': 'm/lil_quinquin', 'movie_title': ""Li'l Quinquin"", 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama', 'directors': 'Bruno Dumont', 'authors': 'Bruno Dumont', 'actors': 'Bernard Pruvost, Alane Delhaye, Lucy Caron, Philippe Jore, Philippe Peuvion, Céline Sauvage, Lisa Hartmann, Julien Bodard, Corentin Carpentier', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Kino Lorber', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 22.0, 'audience_status': 'Upright', 'audience_rating': 79.0, 'audience_count': 330.0, 'tomatometer_top_critics_count': 10, 'tomatometer_fresh_critics_count': 22, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 9530}",invalid or missing year
"{'rotten_tomatoes_link': 'm/live_twice_love_once', 'movie_title': 'Live Twice, Love Once (Vivir dos veces)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Drama', 'directors': 'María Ripoll', 'authors': 'María Mínguez', 'actors': 'Oscar Martínez, Inma Cuesta, Mafalda Carbonell, Nacho López, Isabel Requena, Aina Clotet, Antonio Valero, María Zamora', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 50.0, 'tomatometer_count': 8.0, 'audience_status': 'Upright', 'audience_rating': 72.0, 'audience_count': 36.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 4, 'ID_RT': 9619}",invalid or missing year
"{'rotten_tomatoes_link': 'm/louis_ck_2017', 'movie_title': 'Louis C.K.: 2017', 'movie_info': nan, 'critics_consensus': 'Though he switches up his attire for a more polished look, Louis C.K. remains controversial, addressing hot topics head on in this edgy and daring special.', 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Louis C.K.', 'authors': 'Louis C.K.', 'actors': 'Louis C.K.', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Certified-Fresh', 'tomatometer_rating': 95.0, 'tomatometer_count': 20.0, 'audience_status': 'Upright', 'audience_rating': 75.0, 'audience_count': 323.0, 'tomatometer_top_critics_count': 10, 'tomatometer_fresh_critics_count': 19, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 9764}",invalid or missing year
"{'rotten_tomatoes_link': 'm/manchild_the_schea_cotton_story', 'movie_title': 'Manchild: The Schea Cotton Story', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': ""Eric 'Ptah' Herbert"", 'authors': ""Eric 'Ptah' Herbert, Michael Landers"", 'actors': 'Andrew Amigo, Badlucc, Alesia A. Wesley, Toby Bailey', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 74.0, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': 'Upright', 'audience_rating': 100.0, 'audience_count': 5.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10045}",invalid or missing year
"{'rotten_tomatoes_link': 'm/marc_maron_too_real', 'movie_title': 'Marc Maron: Too Real', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Lynn Shelton', 'authors': nan, 'actors': 'Marc Maron', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 80.0, 'tomatometer_count': 5.0, 'audience_status': 'Upright', 'audience_rating': 68.0, 'audience_count': 41.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 10091}",invalid or missing year
"{'rotten_tomatoes_link': 'm/maria_bamford_old_baby', 'movie_title': 'Maria Bamford: Old Baby', 'movie_info': nan, 'critics_consensus': 'Maria Bamford delights with her distinct style and impressive onstage confidence, solidifying her status as a contemporary master of comedy.', 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Jessica Yu', 'authors': 'Maria Bamford', 'actors': 'Maria Bamford', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 14.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 6, 'tomatometer_fresh_critics_count': 14, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10104}",invalid or missing year
"{'rotten_tomatoes_link': 'm/method_to_the_madness_of_jerry_lewis', 'movie_title': 'Method to the Madness of Jerry Lewis', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary, Special Interest, Television', 'directors': 'Gregg Barson', 'authors': nan, 'actors': nan, 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'STARZ MEDIA LLC.', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 67.0, 'tomatometer_count': 12.0, 'audience_status': 'Upright', 'audience_rating': 79.0, 'audience_count': 60.0, 'tomatometer_top_critics_count': 10, 'tomatometer_fresh_critics_count': 8, 'tomatometer_rotten_critics_count': 4, 'ID_RT': 10332}",invalid or missing year
"{'rotten_tomatoes_link': 'm/michael_boltons_big_sexy_valentines_day_special', 'movie_title': ""Michael Bolton's Big, Sexy Valentine's Day Special"", 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Musical & Performing Arts', 'directors': 'Scott Aukerman, Akiva Schaffer', 'authors': 'Scott Aukerman', 'actors': 'Michael Bolton, Michael Sheen, Andy Samberg, Sarah Silverman, Maya Rudolph, Will Forte, Chris Parnell, Fred Armisen, Casey Wilson', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': 'Upright', 'audience_rating': 62.0, 'audience_count': 74.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10349}",invalid or missing year
"{'rotten_tomatoes_link': 'm/michael_che_matters', 'movie_title': 'Michael Che Matters', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Osmany Rodriguez', 'authors': nan, 'actors': 'Michael Che', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': 'Upright', 'audience_rating': 83.0, 'audience_count': 6.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10350}",invalid or missing year
"{'rotten_tomatoes_link': 'm/michelle_wolf_joke_show', 'movie_title': 'Michelle Wolf: Joke Show', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Lance Bangs', 'authors': nan, 'actors': 'Michelle Wolf', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 8.0, 'audience_status': 'Spilled', 'audience_rating': 58.0, 'audience_count': 69.0, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 8, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10354}",invalid or missing year
"{'rotten_tomatoes_link': 'm/mike_birbiglia_thank_god_for_jokes', 'movie_title': 'Mike Birbiglia: Thank God for Jokes', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Seth Barrish, Mike Birbiglia', 'authors': nan, 'actors': 'Mike Birbiglia', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 8.0, 'audience_status': 'Upright', 'audience_rating': 77.0, 'audience_count': 50.0, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 8, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10395}",invalid or missing year
"{'rotten_tomatoes_link': 'm/mike_birbiglia_the_new_one', 'movie_title': 'Mike Birbiglia: The New One', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Seth Barrish', 'authors': nan, 'actors': 'Mike Birbiglia', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': 'Upright', 'audience_rating': 88.0, 'audience_count': 42.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10396}",invalid or missing year
"{'rotten_tomatoes_link': 'm/minnie_and_moskowitz', 'movie_title': 'Minnie and Moskowitz', 'movie_info': ""Depressed and jaded after being dumped by her married boyfriend, aging beauty Minnie Moore (Gena Rowlands) wonders if she'll ever find love. After shaggy-haired parking lot attendant Seymour Moskowitz (Seymour Cassel) comes to her defense from an angry and rebuffed blind date, he falls hopelessly in love with her despite their myriad differences. Minnie reluctantly agrees to a date with Moskowitz, and, slowly but surely, an unlikely romance blossoms between the two."", 'critics_consensus': nan, 'content_rating': 'PG', 'genres': 'Classics, Comedy, Drama, Romance', 'directors': 'John Cassavetes', 'authors': 'John Cassavetes', 'actors': ""Gena Rowlands, Seymour Cassel, Val Avery, Timothy Carey, Tim Carey, Katherine Cassavetes, Elsie Ames, Lady Rowlands, Timothy Avery, Jack Danskin, Eleanor Zee, Judith Anna Roberts, Sean Joyce, David Rowlands, John Cassavetes, Kathleen O'Malley, Elizabeth Deering, Jimmy Joyce, Santos Morales, Chuck Wells, Holly Near"", 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 114.0, 'production_company': 'Universal Pictures', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 80.0, 'tomatometer_count': 15.0, 'audience_status': 'Upright', 'audience_rating': 86.0, 'audience_count': 1605.0, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 12, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 10428}",invalid or missing year
"{'rotten_tomatoes_link': 'm/mirage_2019', 'movie_title': 'Mirage (Durante la tormenta)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy', 'directors': 'Oriol Paulo', 'authors': 'Lara Sendim, Oriol Paulo', 'actors': 'Adriana Ugarte, Chino Darín, Nora Navas, Ruth Llopis, Aina Clotet, Miquel Fernández, Álvaro Morte, Francesc Orella, Javier Gutiérrez, Albert Pérez, Silvia Alonso, Clara Segura, Mima Riera', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 75.0, 'tomatometer_count': 8.0, 'audience_status': 'Upright', 'audience_rating': 73.0, 'audience_count': 271.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 6, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 10439}",invalid or missing year
